case_id,origin,speaker_id,recipe_id,recipe_role,voice_id,seed,line_id,category,transcript,wav,gold,gold_ready,source_uri
case_0348_20260714_110655_073_Alfie_Line_403D8DFA434042DC007DCC88F9C31C82_000003_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1054263339,,,inputs/transcripts/case_0348_20260714_110655_073_Alfie_Line_403D8DFA434042DC007DCC88F9C31C82_000003_00.txt,inputs/wav/case_0348_20260714_110655_073_Alfie_Line_403D8DFA434042DC007DCC88F9C31C82_000003_00.wav,inputs/gold/case_0348_20260714_110655_073_Alfie_Line_403D8DFA434042DC007DCC88F9C31C82_000003_00,1,
case_0349_20260714_114133_038_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000000_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,1161016440,,,inputs/transcripts/case_0349_20260714_114133_038_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000000_00.txt,inputs/wav/case_0349_20260714_114133_038_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000000_00.wav,inputs/gold/case_0349_20260714_114133_038_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000000_00,1,
case_0350_20260714_114139_401_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000001_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1355960633,,,inputs/transcripts/case_0350_20260714_114139_401_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000001_00.txt,inputs/wav/case_0350_20260714_114139_401_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000001_00.wav,inputs/gold/case_0350_20260714_114139_401_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000001_00,1,
case_0351_20260714_114149_364_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000002_00,recorded,alfie,existing_corpus_v1,recreation,alfie,978296953,,,inputs/transcripts/case_0351_20260714_114149_364_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000002_00.txt,inputs/wav/case_0351_20260714_114149_364_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000002_00.wav,inputs/gold/case_0351_20260714_114149_364_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000002_00,1,
case_0352_20260714_114204_817_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000003_00,recorded,alfie,existing_corpus_v1,recreation,alfie,925113892,,,inputs/transcripts/case_0352_20260714_114204_817_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000003_00.txt,inputs/wav/case_0352_20260714_114204_817_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000003_00.wav,inputs/gold/case_0352_20260714_114204_817_Alfie_Line_D00DCFD94142C470500D9B821BAD18FB_000003_00,1,
case_0353_20260718_080826_820_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000000_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,1561273644,,,inputs/transcripts/case_0353_20260718_080826_820_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000000_00.txt,inputs/wav/case_0353_20260718_080826_820_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000000_00.wav,inputs/gold/case_0353_20260718_080826_820_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000000_00,1,
case_0354_20260718_080833_010_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000001_00,recorded,alfie,existing_corpus_v1,recreation,lana,546349724,,,inputs/transcripts/case_0354_20260718_080833_010_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000001_00.txt,inputs/wav/case_0354_20260718_080833_010_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000001_00.wav,inputs/gold/case_0354_20260718_080833_010_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000001_00,1,
case_0355_20260718_080841_210_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000002_00,recorded,alfie,existing_corpus_v1,recreation,lana,427219029,,,inputs/transcripts/case_0355_20260718_080841_210_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000002_00.txt,inputs/wav/case_0355_20260718_080841_210_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000002_00.wav,inputs/gold/case_0355_20260718_080841_210_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000002_00,1,
case_0356_20260718_080853_168_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000003_00,recorded,alfie,existing_corpus_v1,recreation,priestley,752956975,,,inputs/transcripts/case_0356_20260718_080853_168_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000003_00.txt,inputs/wav/case_0356_20260718_080853_168_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000003_00.wav,inputs/gold/case_0356_20260718_080853_168_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000003_00,1,
case_0357_20260718_080915_943_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000004_00,recorded,alfie,existing_corpus_v1,recreation,priestley2,856027788,,,inputs/transcripts/case_0357_20260718_080915_943_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000004_00.txt,inputs/wav/case_0357_20260718_080915_943_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000004_00.wav,inputs/gold/case_0357_20260718_080915_943_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000004_00,1,
case_0358_20260718_080928_146_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000005_00,recorded,alfie,existing_corpus_v1,recreation,alfie,1639777325,,,inputs/transcripts/case_0358_20260718_080928_146_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000005_00.txt,inputs/wav/case_0358_20260718_080928_146_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000005_00.wav,inputs/gold/case_0358_20260718_080928_146_Alfie_Line_31BC10FA43E1ECA25C10D48BAA8F4FA0_000005_00,1,
case_0359_20260728_130445_954_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000000_00,recorded,lana,existing_corpus_v1,recreation,priestley2,2111018813,,,inputs/transcripts/case_0359_20260728_130445_954_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000000_00.txt,inputs/wav/case_0359_20260728_130445_954_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000000_00.wav,inputs/gold/case_0359_20260728_130445_954_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000000_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130445_954_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000000_00
case_0360_20260728_130453_116_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000001_00,recorded,lana,existing_corpus_v1,recreation,alfie,1085021289,,,inputs/transcripts/case_0360_20260728_130453_116_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000001_00.txt,inputs/wav/case_0360_20260728_130453_116_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000001_00.wav,inputs/gold/case_0360_20260728_130453_116_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000001_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130453_116_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000001_00
case_0361_20260728_130502_576_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000002_00,recorded,lana,existing_corpus_v1,recreation,priestley,1533423750,,,inputs/transcripts/case_0361_20260728_130502_576_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000002_00.txt,inputs/wav/case_0361_20260728_130502_576_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000002_00.wav,inputs/gold/case_0361_20260728_130502_576_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000002_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130502_576_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000002_00
case_0362_20260728_130509_550_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000003_00,recorded,lana,existing_corpus_v1,recreation,priestley2,147329420,,,inputs/transcripts/case_0362_20260728_130509_550_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000003_00.txt,inputs/wav/case_0362_20260728_130509_550_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000003_00.wav,inputs/gold/case_0362_20260728_130509_550_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000003_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130509_550_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000003_00
case_0363_20260728_130524_741_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000004_00,recorded,lana,existing_corpus_v1,recreation,priestley2,1923972191,,,inputs/transcripts/case_0363_20260728_130524_741_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000004_00.txt,inputs/wav/case_0363_20260728_130524_741_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000004_00.wav,inputs/gold/case_0363_20260728_130524_741_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000004_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130524_741_Lana_Line_EE162C924BE4BF3DAAE21BB58ED36E60_000004_00
case_0364_20260728_130741_267_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000000_00,recorded,lana,existing_corpus_v1,recreation,priestley,798582606,,,inputs/transcripts/case_0364_20260728_130741_267_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000000_00.txt,inputs/wav/case_0364_20260728_130741_267_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000000_00.wav,inputs/gold/case_0364_20260728_130741_267_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000000_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130741_267_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000000_00
case_0365_20260728_130749_584_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000001_00,recorded,lana,existing_corpus_v1,recreation,lana,1010607135,,,inputs/transcripts/case_0365_20260728_130749_584_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000001_00.txt,inputs/wav/case_0365_20260728_130749_584_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000001_00.wav,inputs/gold/case_0365_20260728_130749_584_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000001_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130749_584_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000001_00
case_0366_20260728_130756_401_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000002_00,recorded,lana,existing_corpus_v1,recreation,priestley2,54258433,,,inputs/transcripts/case_0366_20260728_130756_401_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000002_00.txt,inputs/wav/case_0366_20260728_130756_401_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000002_00.wav,inputs/gold/case_0366_20260728_130756_401_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000002_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130756_401_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000002_00
case_0367_20260728_130804_961_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000003_00,recorded,lana,existing_corpus_v1,recreation,priestley,1423359991,,,inputs/transcripts/case_0367_20260728_130804_961_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000003_00.txt,inputs/wav/case_0367_20260728_130804_961_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000003_00.wav,inputs/gold/case_0367_20260728_130804_961_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000003_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130804_961_Lana_Line_1A00EE4C4F34ED3BA6E680A407545264_000003_00
case_0368_20260728_130931_264_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000000_00,recorded,lana,existing_corpus_v1,recreation,lana,181948854,,,inputs/transcripts/case_0368_20260728_130931_264_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000000_00.txt,inputs/wav/case_0368_20260728_130931_264_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000000_00.wav,inputs/gold/case_0368_20260728_130931_264_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000000_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130931_264_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000000_00
case_0369_20260728_130938_409_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000001_00,recorded,lana,existing_corpus_v1,recreation,priestley,1612292352,,,inputs/transcripts/case_0369_20260728_130938_409_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000001_00.txt,inputs/wav/case_0369_20260728_130938_409_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000001_00.wav,inputs/gold/case_0369_20260728_130938_409_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000001_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130938_409_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000001_00
case_0370_20260728_130945_468_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000002_00,recorded,lana,existing_corpus_v1,recreation,lana,1058250743,,,inputs/transcripts/case_0370_20260728_130945_468_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000002_00.txt,inputs/wav/case_0370_20260728_130945_468_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000002_00.wav,inputs/gold/case_0370_20260728_130945_468_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000002_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130945_468_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000002_00
case_0371_20260728_130953_769_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000003_00,recorded,lana,existing_corpus_v1,recreation,priestley2,1467410918,,,inputs/transcripts/case_0371_20260728_130953_769_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000003_00.txt,inputs/wav/case_0371_20260728_130953_769_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000003_00.wav,inputs/gold/case_0371_20260728_130953_769_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000003_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_130953_769_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000003_00
case_0372_20260728_131004_288_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000004_00,recorded,lana,existing_corpus_v1,recreation,lana,864862566,,,inputs/transcripts/case_0372_20260728_131004_288_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000004_00.txt,inputs/wav/case_0372_20260728_131004_288_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000004_00.wav,inputs/gold/case_0372_20260728_131004_288_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000004_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_131004_288_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000004_00
case_0373_20260728_131018_742_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000005_00,recorded,lana,existing_corpus_v1,recreation,alfie,182248340,,,inputs/transcripts/case_0373_20260728_131018_742_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000005_00.txt,inputs/wav/case_0373_20260728_131018_742_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000005_00.wav,inputs/gold/case_0373_20260728_131018_742_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000005_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_131018_742_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000005_00
case_0374_20260728_131037_699_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000006_00,recorded,lana,existing_corpus_v1,recreation,priestley2,2096275160,,,inputs/transcripts/case_0374_20260728_131037_699_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000006_00.txt,inputs/wav/case_0374_20260728_131037_699_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000006_00.wav,inputs/gold/case_0374_20260728_131037_699_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000006_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_131037_699_Lana_Line_FD8421514C6EBF1CEAB3BDB724DF59E7_000006_00
case_0375_20260728_131255_709_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000000_00,recorded,lana,existing_corpus_v1,recreation,priestley2,1807804858,,,inputs/transcripts/case_0375_20260728_131255_709_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000000_00.txt,inputs/wav/case_0375_20260728_131255_709_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000000_00.wav,inputs/gold/case_0375_20260728_131255_709_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000000_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_131255_709_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000000_00
case_0376_20260728_131303_405_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000001_00,recorded,lana,existing_corpus_v1,recreation,priestley,690334338,,,inputs/transcripts/case_0376_20260728_131303_405_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000001_00.txt,inputs/wav/case_0376_20260728_131303_405_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000001_00.wav,inputs/gold/case_0376_20260728_131303_405_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000001_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_131303_405_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000001_00
case_0377_20260728_131313_830_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000002_00,recorded,lana,existing_corpus_v1,recreation,priestley2,573580962,,,inputs/transcripts/case_0377_20260728_131313_830_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000002_00.txt,inputs/wav/case_0377_20260728_131313_830_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000002_00.wav,inputs/gold/case_0377_20260728_131313_830_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000002_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_131313_830_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000002_00
case_0378_20260728_131325_324_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000003_00,recorded,lana,existing_corpus_v1,recreation,alfie,1639279841,,,inputs/transcripts/case_0378_20260728_131325_324_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000003_00.txt,inputs/wav/case_0378_20260728_131325_324_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000003_00.wav,inputs/gold/case_0378_20260728_131325_324_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000003_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_131325_324_Lana_Line_62D32856408DAD29B8071CA61F778EB9_000003_00
case_0379_20260728_131920_417_Lana_Line_55361BDA4BB39F50CC6005B19C96BA0E_000000_00,recorded,lana,existing_corpus_v1,recreation,lana,1778315862,,,inputs/transcripts/case_0379_20260728_131920_417_Lana_Line_55361BDA4BB39F50CC6005B19C96BA0E_000000_00.txt,inputs/wav/case_0379_20260728_131920_417_Lana_Line_55361BDA4BB39F50CC6005B19C96BA0E_000000_00.wav,inputs/gold/case_0379_20260728_131920_417_Lana_Line_55361BDA4BB39F50CC6005B19C96BA0E_000000_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_131920_417_Lana_Line_55361BDA4BB39F50CC6005B19C96BA0E_000000_00
case_0380_20260728_140620_819_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000000_00,recorded,lana,existing_corpus_v1,recreation,priestley,2138667380,,,inputs/transcripts/case_0380_20260728_140620_819_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000000_00.txt,inputs/wav/case_0380_20260728_140620_819_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000000_00.wav,inputs/gold/case_0380_20260728_140620_819_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000000_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_140620_819_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000000_00
case_0381_20260728_140628_716_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000001_00,recorded,lana,existing_corpus_v1,recreation,lana,1086573950,,,inputs/transcripts/case_0381_20260728_140628_716_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000001_00.txt,inputs/wav/case_0381_20260728_140628_716_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000001_00.wav,inputs/gold/case_0381_20260728_140628_716_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000001_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_140628_716_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000001_00
case_0382_20260728_140638_340_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000002_00,recorded,lana,existing_corpus_v1,recreation,priestley,67049155,,,inputs/transcripts/case_0382_20260728_140638_340_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000002_00.txt,inputs/wav/case_0382_20260728_140638_340_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000002_00.wav,inputs/gold/case_0382_20260728_140638_340_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000002_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_140638_340_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000002_00
case_0383_20260728_140644_663_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000003_00,recorded,lana,existing_corpus_v1,recreation,alfie,1033337238,,,inputs/transcripts/case_0383_20260728_140644_663_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000003_00.txt,inputs/wav/case_0383_20260728_140644_663_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000003_00.wav,inputs/gold/case_0383_20260728_140644_663_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000003_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_140644_663_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000003_00
case_0384_20260728_140654_898_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000004_00,recorded,lana,existing_corpus_v1,recreation,alfie,1697300169,,,inputs/transcripts/case_0384_20260728_140654_898_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000004_00.txt,inputs/wav/case_0384_20260728_140654_898_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000004_00.wav,inputs/gold/case_0384_20260728_140654_898_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000004_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_140654_898_Lana_Line_69A3BCB64D94FEDBEEFD4688B2F3A961_000004_00
case_0385_20260728_201013_126_Lana_Line_8157A891419591A0F7C668AB69B21819_000000_00,recorded,lana,existing_corpus_v1,recreation,priestley2,1928983456,,,inputs/transcripts/case_0385_20260728_201013_126_Lana_Line_8157A891419591A0F7C668AB69B21819_000000_00.txt,inputs/wav/case_0385_20260728_201013_126_Lana_Line_8157A891419591A0F7C668AB69B21819_000000_00.wav,inputs/gold/case_0385_20260728_201013_126_Lana_Line_8157A891419591A0F7C668AB69B21819_000000_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_201013_126_Lana_Line_8157A891419591A0F7C668AB69B21819_000000_00
case_0386_20260728_201019_909_Lana_Line_8157A891419591A0F7C668AB69B21819_000001_00,recorded,lana,existing_corpus_v1,recreation,alfie,1603110223,,,inputs/transcripts/case_0386_20260728_201019_909_Lana_Line_8157A891419591A0F7C668AB69B21819_000001_00.txt,inputs/wav/case_0386_20260728_201019_909_Lana_Line_8157A891419591A0F7C668AB69B21819_000001_00.wav,inputs/gold/case_0386_20260728_201019_909_Lana_Line_8157A891419591A0F7C668AB69B21819_000001_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_201019_909_Lana_Line_8157A891419591A0F7C668AB69B21819_000001_00
case_0387_20260728_201031_853_Lana_Line_8157A891419591A0F7C668AB69B21819_000002_00,recorded,lana,existing_corpus_v1,recreation,priestley2,688039236,,,inputs/transcripts/case_0387_20260728_201031_853_Lana_Line_8157A891419591A0F7C668AB69B21819_000002_00.txt,inputs/wav/case_0387_20260728_201031_853_Lana_Line_8157A891419591A0F7C668AB69B21819_000002_00.wav,inputs/gold/case_0387_20260728_201031_853_Lana_Line_8157A891419591A0F7C668AB69B21819_000002_00,1,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260728_201031_853_Lana_Line_8157A891419591A0F7C668AB69B21819_000002_00
