case_id,transcript,wav,source_dir,text
case_0206_20260711_205737_217_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000014_00,inputs\transcripts\case_0206_20260711_205737_217_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000014_00.txt,inputs\wav\case_0206_20260711_205737_217_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000014_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205737_217_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000014_00,"Ew, that doesn't sound pleasant. Thanks for the heads up."
case_0207_20260711_205750_047_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000015_00,inputs\transcripts\case_0207_20260711_205750_047_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000015_00.txt,inputs\wav\case_0207_20260711_205750_047_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000015_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205750_047_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000015_00,"Ice cream? Oh, definitely. Nothing like a good scoop on a hot day."
case_0208_20260711_205759_897_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000016_00,inputs\transcripts\case_0208_20260711_205759_897_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000016_00.txt,inputs\wav\case_0208_20260711_205759_897_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000016_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205759_897_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000016_00,"Vanilla, always vanilla. Simple and satisfying."
case_0209_20260711_205809_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000017_00,inputs\transcripts\case_0209_20260711_205809_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000017_00.txt,inputs\wav\case_0209_20260711_205809_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000017_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205809_695_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000017_00,Vanilla's the way to go. Want a scoop sometime?
case_0210_20260711_205817_084_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000018_00,inputs\transcripts\case_0210_20260711_205817_084_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000018_00.txt,inputs\wav\case_0210_20260711_205817_084_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000018_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_205817_084_Alfie_Line_47313BE0436FAD8D6D6E34BA55CF575E_000018_00,Of course! Vanilla's always on hand. Want to try some?
case_0211_20260711_210741_674_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000000_00,inputs\transcripts\case_0211_20260711_210741_674_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000000_00.txt,inputs\wav\case_0211_20260711_210741_674_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_210741_674_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000000_00,"Hello there, what can I get for you today?"
case_0212_20260711_210748_424_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000001_00,inputs\transcripts\case_0212_20260711_210748_424_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000001_00.txt,inputs\wav\case_0212_20260711_210748_424_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_210748_424_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000001_00,"I'm Alfie, nice to meet you."
case_0213_20260711_210753_845_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000002_00,inputs\transcripts\case_0213_20260711_210753_845_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000002_00.txt,inputs\wav\case_0213_20260711_210753_845_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_210753_845_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000002_00,We've got sandwiches for five dollars and chips for two. What'll it be?
case_0214_20260711_210802_601_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000003_00,inputs\transcripts\case_0214_20260711_210802_601_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000003_00.txt,inputs\wav\case_0214_20260711_210802_601_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_210802_601_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000003_00,"We've got turkey, ham, and veggie. What's your favorite?"
case_0219_20260711_210812_324_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000004_00,inputs\transcripts\case_0219_20260711_210812_324_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000004_00.txt,inputs\wav\case_0219_20260711_210812_324_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_210812_324_Alfie_Line_8226F4BF48FA69D68FBB95BFF8217B43_000004_00,"Rain doesn't come in colors, just water. But I can give you a sandwich any color you like—brown maybe?"
case_0220_20260711_214926_216_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000000_00,inputs\transcripts\case_0220_20260711_214926_216_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000000_00.txt,inputs\wav\case_0220_20260711_214926_216_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_214926_216_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000000_00,"Hello there, what can I get for you today?"
case_0221_20260711_214932_419_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000001_00,inputs\transcripts\case_0221_20260711_214932_419_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000001_00.txt,inputs\wav\case_0221_20260711_214932_419_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_214932_419_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000001_00,"I'm Alfie, the bodega clerk. Nice to meet you, Matthew."
case_0222_20260711_214941_394_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000002_00,inputs\transcripts\case_0222_20260711_214941_394_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000002_00.txt,inputs\wav\case_0222_20260711_214941_394_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_214941_394_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000002_00,We've got sandwiches and chips. How can I help you?
case_0223_20260711_214948_575_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000003_00,inputs\transcripts\case_0223_20260711_214948_575_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000003_00.txt,inputs\wav\case_0223_20260711_214948_575_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_214948_575_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000003_00,"We've got turkey, ham, and veggie. What's your favorite?"
case_0224_20260711_214955_919_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000004_00,inputs\transcripts\case_0224_20260711_214955_919_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000004_00.txt,inputs\wav\case_0224_20260711_214955_919_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_214955_919_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000004_00,How about the turkey? It's always a crowd pleaser.
case_0225_20260711_215004_314_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000005_00,inputs\transcripts\case_0225_20260711_215004_314_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000005_00.txt,inputs\wav\case_0225_20260711_215004_314_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_215004_314_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000005_00,"Oh, sorry. My friend Lana works here too."
case_0226_20260711_215014_406_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000006_00,inputs\transcripts\case_0226_20260711_215014_406_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000006_00.txt,inputs\wav\case_0226_20260711_215014_406_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000006_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_215014_406_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000006_00,"I think you meant to say ""I do like her to shave my boyfriend."" Lana's a good friend."
case_0227_20260711_215025_511_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000007_00,inputs\transcripts\case_0227_20260711_215025_511_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000007_00.txt,inputs\wav\case_0227_20260711_215025_511_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000007_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_215025_511_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000007_00,Not that I know of. She's pretty busy with work and all.
case_0228_20260711_215032_821_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000008_00,inputs\transcripts\case_0228_20260711_215032_821_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000008_00.txt,inputs\wav\case_0228_20260711_215032_821_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000008_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_215032_821_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000008_00,Sure thing. She's behind the counter most times.
case_0229_20260711_215039_315_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000009_00,inputs\transcripts\case_0229_20260711_215039_315_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000009_00.txt,inputs\wav\case_0229_20260711_215039_315_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000009_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_215039_315_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000009_00,"She's always busy, but if she takes a break, she might join you."
case_0230_20260711_215049_219_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000010_00,inputs\transcripts\case_0230_20260711_215049_219_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000010_00.txt,inputs\wav\case_0230_20260711_215049_219_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000010_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_215049_219_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000010_00,Maybe something sweet? Like a box of chocolates or a fancy sandwich.
case_0231_20260711_215058_778_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000011_00,inputs\transcripts\case_0231_20260711_215058_778_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000011_00.txt,inputs\wav\case_0231_20260711_215058_778_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000011_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_215058_778_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000011_00,A nice comedy or a classic maybe? She'd enjoy that.
case_0232_20260711_215110_876_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000012_00,inputs\transcripts\case_0232_20260711_215110_876_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000012_00.txt,inputs\wav\case_0232_20260711_215110_876_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000012_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_215110_876_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000012_00,I like a good board game night or a hike in the park. What about you?
case_0233_20260711_215122_779_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000013_00,inputs\transcripts\case_0233_20260711_215122_779_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000013_00.txt,inputs\wav\case_0233_20260711_215122_779_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000013_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_215122_779_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000013_00,Cool! Maybe she'd like a set for a conversation starter.
case_0234_20260711_215130_637_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000014_00,inputs\transcripts\case_0234_20260711_215130_637_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000014_00.txt,inputs\wav\case_0234_20260711_215130_637_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000014_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260711_215130_637_Alfie_Line_62F5ED564A2F138046A3E3BC028E50E1_000014_00,I see. Maybe then a thoughtful poem or a unique trinket could catch her eye.
case_0235_20260712_054824_321_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000000_00,inputs\transcripts\case_0235_20260712_054824_321_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000000_00.txt,inputs\wav\case_0235_20260712_054824_321_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_054824_321_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000000_00,"Hello there, what can I get for you today?"
case_0236_20260712_054830_376_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000001_00,inputs\transcripts\case_0236_20260712_054830_376_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000001_00.txt,inputs\wav\case_0236_20260712_054830_376_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_054830_376_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000001_00,Just some sandwiches and chips. Whatcha in the mood for?
case_0237_20260712_054840_366_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000002_00,inputs\transcripts\case_0237_20260712_054840_366_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000002_00.txt,inputs\wav\case_0237_20260712_054840_366_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_054840_366_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000002_00,"We've got turkey, ham, and veggie. Which one sounds good?"
case_0238_20260712_054848_535_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000003_00,inputs\transcripts\case_0238_20260712_054848_535_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000003_00.txt,inputs\wav\case_0238_20260712_054848_535_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_054848_535_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000003_00,I keep it simple. You?
case_0239_20260712_054856_539_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000004_00,inputs\transcripts\case_0239_20260712_054856_539_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000004_00.txt,inputs\wav\case_0239_20260712_054856_539_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_054856_539_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000004_00,Great choice. Coming right up!
case_0240_20260712_054903_698_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000005_00,inputs\transcripts\case_0240_20260712_054903_698_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000005_00.txt,inputs\wav\case_0240_20260712_054903_698_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_054903_698_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000005_00,"We keep it basic. Ham, lettuce, tomato, mayo. Yum!"
case_0241_20260712_054914_706_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000006_00,inputs\transcripts\case_0241_20260712_054914_706_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000006_00.txt,inputs\wav\case_0241_20260712_054914_706_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000006_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_054914_706_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000006_00,"Ham, lettuce, tomato—no frills, just good. Enjoy!"
case_0242_20260712_054923_633_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000007_00,inputs\transcripts\case_0242_20260712_054923_633_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000007_00.txt,inputs\wav\case_0242_20260712_054923_633_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000007_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_054923_633_Alfie_Line_350D845F4A93D7EA962950925C6CA41C_000007_00,"Red, orange, yellow, green, blue, indigo, violet. Though we stick to ham, lettuce, and tomato here. Enjoy"
case_0243_20260712_060909_067_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000000_00,inputs\transcripts\case_0243_20260712_060909_067_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000000_00.txt,inputs\wav\case_0243_20260712_060909_067_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_060909_067_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000000_00,"Hello there, what can I get for you today?"
case_0244_20260712_060916_188_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000001_00,inputs\transcripts\case_0244_20260712_060916_188_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000001_00.txt,inputs\wav\case_0244_20260712_060916_188_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_060916_188_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000001_00,We've got sandwiches for five dollars and chips for two. What'll it be?
case_0245_20260712_060925_927_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000002_00,inputs\transcripts\case_0245_20260712_060925_927_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000002_00.txt,inputs\wav\case_0245_20260712_060925_927_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_060925_927_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000002_00,"We've got turkey, ham, and veggie sandwiches. Which one sounds good?"
case_0246_20260712_060938_376_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000003_00,inputs\transcripts\case_0246_20260712_060938_376_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000003_00.txt,inputs\wav\case_0246_20260712_060938_376_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000003_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_060938_376_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000003_00,How about the turkey? It's always a crowd pleaser.
case_0247_20260712_060946_373_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000004_00,inputs\transcripts\case_0247_20260712_060946_373_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000004_00.txt,inputs\wav\case_0247_20260712_060946_373_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000004_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_060946_373_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000004_00,"Turkey, lettuce, tomato, and mayo. Yum!"
case_0248_20260712_060957_978_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000005_00,inputs\transcripts\case_0248_20260712_060957_978_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000005_00.txt,inputs\wav\case_0248_20260712_060957_978_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000005_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_060957_978_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000005_00,"Red, orange, yellow, green, blue, indigo, violet. Want me to make you a rainbow sandwich?"
case_0249_20260712_061010_792_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000006_00,inputs\transcripts\case_0249_20260712_061010_792_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000006_00.txt,inputs\wav\case_0249_20260712_061010_792_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000006_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_061010_792_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000006_00,Why did the tomato turn red? Because it saw the salad dressing!
case_0250_20260712_061019_472_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000007_00,inputs\transcripts\case_0250_20260712_061019_472_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000007_00.txt,inputs\wav\case_0250_20260712_061019_472_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000007_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_061019_472_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000007_00,Why did the pencil go to the doctor? Because it was feeling sharp!
case_0251_20260712_061031_639_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000008_00,inputs\transcripts\case_0251_20260712_061031_639_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000008_00.txt,inputs\wav\case_0251_20260712_061031_639_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000008_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_061031_639_Alfie_Line_C5376AD94FAC73C2D2AF9E8794ABAEF7_000008_00,"Four birds? Crow, raven, eagle, and owl maybe? Or are you thinking of something else?"
case_0252_20260712_070103_996_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000000_00,inputs\transcripts\case_0252_20260712_070103_996_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000000_00.txt,inputs\wav\case_0252_20260712_070103_996_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000000_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070103_996_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000000_00,"Hello there, what can I get for you today?"
case_0253_20260712_070111_593_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000001_00,inputs\transcripts\case_0253_20260712_070111_593_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000001_00.txt,inputs\wav\case_0253_20260712_070111_593_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000001_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070111_593_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000001_00,We've got sandwiches for five dollars and chips for two. What'll it be?
case_0254_20260712_070120_708_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000002_00,inputs\transcripts\case_0254_20260712_070120_708_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000002_00.txt,inputs\wav\case_0254_20260712_070120_708_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000002_00.wav,C:\Users\matthewpriestley_kil\Documents\Unreal Projects\OffgridAIDemo\Saved\Logs\OffgridAI\LipsyncDebug\20260712_070120_708_Alfie_Line_B15225234ABA655328D6AD85EDC09235_000002_00,"We've got turkey, ham, and veggie. What's your favorite?"
